Date,Open,High,Low,Close,Adj Close,Volume
2019-07-24,27.590000,27.639999,27.299999,27.350000,14.434159,27939600
2019-07-25,27.469999,27.500000,26.809999,26.889999,14.191390,26892300
2019-07-26,26.799999,26.799999,26.100000,26.139999,13.795570,75644000
2019-07-29,26.219999,26.440001,25.959999,26.379999,13.922233,26493300
2019-07-30,26.350000,26.490000,26.180000,26.240000,13.848350,38201600
2019-07-31,26.389999,26.500000,26.020000,26.080000,13.763906,39890200
2019-08-01,26.299999,26.559999,25.160000,26.250000,13.853626,91345800
2019-08-02,26.370001,26.889999,26.280001,26.520000,13.996119,64112900
2019-08-05,25.799999,26.129999,25.520000,25.549999,13.484196,48277000
2019-08-06,25.900000,26.219999,25.680000,25.879999,13.658353,44208100
2019-08-07,25.440001,25.730000,25.000000,25.600000,13.510584,67698500
2019-08-08,26.100000,26.350000,25.860001,26.350000,13.906400,50256700
2019-08-09,26.299999,26.690001,26.100000,26.280001,13.869456,36641500
2019-08-12,25.920000,25.920000,25.540001,25.650000,13.536970,36122000
2019-08-13,25.360001,26.129999,25.230000,25.790001,13.717815,45330500
2019-08-14,25.260000,25.379999,24.780001,24.920000,13.255061,54401100
2019-08-15,24.990000,25.000000,24.139999,24.230000,12.888047,53894500
2019-08-16,24.719999,24.770000,23.889999,23.910000,12.717836,56782000
2019-08-19,24.299999,24.500000,23.850000,24.030001,12.781668,50699300
2019-08-20,23.910000,24.190001,23.680000,24.020000,12.776348,37141700
2019-08-21,24.350000,25.990000,24.180000,25.450001,13.536970,87840800
2019-08-22,25.500000,25.719999,25.160000,25.219999,13.414631,40808800
2019-08-23,24.780001,25.370001,24.230000,24.280001,12.914643,58032300
2019-08-26,24.580000,24.680000,23.770000,23.959999,12.744432,39688800
2019-08-27,24.170000,24.820000,23.809999,24.340000,12.946557,70475200
2019-08-28,24.200001,24.700001,24.120001,24.590000,13.079532,41981500
2019-08-29,24.900000,25.500000,24.680000,25.500000,13.563565,61008800
2019-08-30,25.530001,25.690001,25.170000,25.500000,13.563565,54958200
2019-09-02,25.389999,25.580000,25.250000,25.299999,13.457183,19049900
2019-09-03,25.110001,25.660000,25.030001,25.600000,13.616758,47829600
2019-09-04,26.160000,26.370001,26.000000,26.260000,13.967815,56179000
2019-09-05,26.600000,26.790001,26.340000,26.389999,14.036961,48586800
2019-09-06,26.400000,26.860001,26.200001,26.520000,14.106108,48502200
2019-09-09,26.750000,27.020000,26.700001,26.930000,14.324188,37303000
2019-09-10,27.049999,27.350000,26.780001,27.100000,14.414614,44109400
2019-09-11,27.350000,27.350000,26.830000,26.870001,14.292276,51540400
2019-09-12,26.860001,27.139999,26.639999,27.059999,14.393335,41028300
2019-09-13,27.120001,27.200001,26.820000,26.879999,14.297594,24709400
2019-09-16,28.120001,28.240000,27.690001,28.059999,14.925241,167634600
2019-09-17,27.660000,27.750000,27.160000,27.690001,14.728437,67414800
2019-09-18,27.370001,27.490000,27.219999,27.219999,14.478439,40567100
2019-09-19,27.830000,27.850000,27.219999,27.290001,14.515674,42155100
2019-09-20,27.350000,27.430000,27.000000,27.000000,14.361423,51946900
2019-09-23,27.000000,27.490000,26.920000,27.480000,14.616736,32643100
2019-09-24,27.420000,27.540001,27.150000,27.270000,14.505038,36643400
2019-09-25,27.030001,27.350000,26.780001,27.340000,14.542270,29038400
2019-09-26,27.400000,27.700001,27.230000,27.700001,14.733755,33705900
2019-09-27,27.549999,27.950001,27.520000,27.660000,14.712482,31886800
2019-09-30,27.559999,27.639999,27.400000,27.549999,14.653971,23143400
2019-10-01,27.600000,27.730000,27.360001,27.510000,14.632693,32423200
2019-10-02,27.219999,27.260000,26.610001,26.719999,14.212488,51261200
2019-10-03,26.750000,26.809999,26.280001,26.740000,14.223127,46076300
2019-10-04,26.850000,26.920000,26.270000,26.510000,14.100787,47951600
2019-10-07,26.370001,26.600000,26.100000,26.170000,13.919942,26252500
2019-10-08,26.170000,26.440001,25.950001,26.020000,13.840156,30418900
2019-10-09,26.350000,26.709999,26.150000,26.520000,14.106108,35141400
2019-10-10,26.590000,26.879999,26.540001,26.740000,14.223127,31056500
2019-10-11,26.930000,27.360001,26.930000,27.260000,14.499719,37055300
2019-10-14,27.040001,27.330000,26.940001,27.309999,14.526311,20809900
2019-10-15,27.309999,27.879999,27.309999,27.600000,14.680565,30455300
2019-10-16,27.549999,27.969999,27.360001,27.930000,14.856093,31381300
2019-10-17,27.930000,28.000000,27.590000,27.660000,14.712482,31405400
2019-10-18,27.889999,27.990000,27.600000,27.600000,14.680565,36070900
2019-10-21,27.750000,27.809999,27.600000,27.770000,14.770989,43337700
2019-10-22,27.799999,28.680000,27.770000,28.570000,15.196513,64228700
2019-10-23,28.530001,29.080000,28.450001,28.950001,15.398636,45930600
2019-10-24,29.150000,29.250000,28.230000,28.320000,15.063536,60529900
2019-10-25,29.200001,29.549999,29.010000,29.250000,15.558206,74476900
2019-10-28,29.219999,29.660000,29.120001,29.600000,15.744376,37461800
2019-10-29,29.400000,29.940001,29.260000,29.820000,15.861392,49994200
2019-10-30,29.770000,30.090000,29.469999,30.080000,15.999689,63001200
2019-10-31,29.860001,30.459999,29.639999,30.389999,16.164577,67070400
2019-11-01,30.590000,31.230000,29.840000,30.430000,16.185854,101210200
2019-11-04,30.889999,31.219999,29.959999,30.360001,16.148623,81023400
2019-11-05,30.410000,30.600000,29.580000,29.650000,15.770967,92980900
2019-11-06,30.049999,30.700001,28.100000,29.709999,15.802884,154003100
2019-11-07,30.000000,31.070000,29.540001,30.900000,16.435850,96329000
2019-11-08,30.450001,30.790001,29.930000,30.020000,15.967773,61567700
2019-11-11,29.850000,30.450001,29.790001,30.450001,16.196493,30570500
2019-11-12,30.040001,30.610001,30.010000,30.020000,16.073837,41655600
2019-11-13,29.950001,30.129999,29.610001,29.900000,16.009586,41827700
2019-11-14,29.879999,30.100000,29.270000,29.299999,15.688322,44595200
2019-11-18,29.700001,29.850000,29.070000,29.080000,15.570527,54468100
2019-11-19,29.250000,29.490000,28.730000,28.780001,15.409896,33740200
2019-11-21,28.930000,29.850000,28.879999,29.850000,15.982814,53033100
2019-11-22,29.760000,30.340000,29.559999,29.980000,16.052420,34786000
2019-11-25,29.920000,30.100000,29.629999,29.730000,15.918560,29868400
2019-11-26,29.620001,29.730000,29.100000,29.190001,15.629425,54147800
2019-11-27,29.350000,29.650000,29.139999,29.330000,15.704386,33072500
2019-11-28,29.320000,29.540001,28.809999,29.530001,15.811474,46602800
2019-11-29,29.490000,29.559999,29.010000,29.150000,15.608006,37699000
2019-12-02,29.400000,29.500000,29.070000,29.070000,15.565172,31353600
2019-12-03,29.170000,29.190001,28.730000,28.980000,15.516982,29194000
2019-12-04,29.260000,29.660000,29.110001,29.660000,15.881081,44960000
2019-12-05,29.639999,30.389999,29.520000,30.049999,16.089901,50447000
2019-12-06,30.150000,30.590000,30.129999,30.350000,16.250534,44348600
2019-12-09,30.299999,30.480000,30.120001,30.209999,16.175571,34694100
2019-12-10,30.100000,30.440001,29.900000,30.440001,16.298721,27532700
2019-12-11,30.510000,30.709999,30.260000,30.400000,16.277306,38458300
2019-12-12,30.639999,31.049999,30.480000,30.969999,16.582502,47797800
2019-12-13,30.889999,30.969999,29.870001,29.980000,16.052420,105004400
2019-12-16,30.049999,30.170000,29.410000,29.410000,15.747222,68871000
2019-12-17,29.639999,29.900000,29.430000,29.850000,15.982814,40679900
2019-12-18,29.750000,30.570000,29.700001,30.540001,16.352266,64201600
2019-12-19,30.450001,30.750000,30.420000,30.610001,16.389748,39696000
2019-12-20,30.600000,30.600000,30.020000,30.260000,16.202343,93064900
2019-12-23,30.190001,30.500000,30.030001,30.500000,16.330849,21970200
2019-12-26,30.590000,30.930000,30.500000,30.910000,16.550377,24810500
2019-12-27,30.690001,30.920000,30.290001,30.520000,16.567717,24995100
2019-12-30,30.549999,30.709999,30.150000,30.180000,16.383148,22111600
2020-01-02,30.510000,30.700001,30.309999,30.700001,16.665428,37774500
2020-01-03,30.879999,31.240000,30.450001,30.450001,16.529718,71595600
2020-01-06,30.430000,30.940001,29.950001,30.809999,16.725140,81844000
2020-01-07,30.820000,30.879999,30.469999,30.690001,16.660000,32822000
2020-01-08,30.690001,30.770000,30.240000,30.500000,16.556860,48215600
2020-01-09,30.469999,30.620001,30.250000,30.400000,16.502575,36102700
2020-01-10,30.389999,30.440001,30.129999,30.270000,16.432005,25397500
2020-01-13,30.350000,30.430000,30.209999,30.330000,16.464577,30676800
2020-01-14,30.230000,30.270000,29.770000,30.000000,16.285435,39796500
2020-01-15,29.900000,29.930000,29.540001,29.549999,16.041153,34405700
2020-01-16,29.600000,29.700001,29.330000,29.520000,16.024870,28997400
2020-01-17,29.719999,29.850000,29.540001,29.850000,16.204008,34908000
2020-01-20,29.700001,30.100000,29.650000,30.000000,16.285435,31241400
2020-01-21,29.799999,29.940001,29.549999,29.620001,16.079153,28577400
2020-01-22,29.730000,29.809999,29.270000,29.290001,15.900016,32491500
2020-01-23,29.090000,29.760000,28.820000,29.650000,16.095440,53752100
2020-01-24,29.559999,29.780001,29.139999,29.299999,15.905444,36898700
